idno,psu,stratify,TVTOT,TRSTPLC,VOTE,LRSCALE,STFLIFE,STFECO,STFGOV,HEALTH,GNDR,AGEA,EISCED,DWEIGHT,PSPWGHT,male,agecat,marcat,voted_lastelection,lr3cat
2314,205,Central FO,6,4,1,5,3,4,5,3,2,80,2,0.58,1.02,0,4,2,1,2
2315,205,Central FO,7,5,2,88,7,6,5,2,1,37,5,1.17,1.58,1,2,1,0,
2316,205,Central FO,7,7,1,88,8,7,7,2,1,52,7,2.33,2.23,1,3,1,1,
2318,205,Central FO,7,5,1,5,5,5,5,4,2,59,5,1.75,1.68,0,3,1,1,2
2319,205,Central FO,7,,2,5,5,,,2,1,23,4,2.33,2.46,1,1,3,0,2
2320,205,Central FO,7,3,2,5,4,4,4,3,1,39,4,1.75,2.37,1,2,1,0,2
2321,205,Central FO,7,4,1,5,5,5,5,3,1,56,5,1.75,1.73,1,3,1,1,2
2322,205,Central FO,7,8,1,5,6,6,6,4,1,74,7,1.17,1.69,1,4,1,1,2
2324,205,Central FO,7,3,2,3,5,5,4,3,1,20,4,1.75,1.84,1,1,3,0,1
2351,206,Central FO,0,4,1,6,6,4,5,3,2,47,4,0.84,0.67,0,3,1,1,3
2354,206,Central FO,1,0,1,5,5,2,2,2,2,76,7,1.26,0.8,0,4,3,1,2
2356,206,Central FO,7,0,1,7,0,0,2,4,2,75,2,0.84,1.47,0,4,1,1,3
2357,206,Central FO,3,4,1,2,5,3,1,2,2,62,4,2.53,2.43,0,4,1,1,1
2359,206,Central FO,,0,1,5,5,3,3,3,1,55,7,1.26,1.83,1,3,3,1,2
2360,206,Central FO,4,0,2,5,5,2,2,3,2,40,4,0.84,0.67,0,2,,0,2
2362,206,Central FO,7,7,1,4,,0,0,2,2,26,6,1.69,1.82,0,1,3,1,1
2363,206,Central FO,,1,1,88,6,2,4,2,1,46,6,1.26,1.21,1,3,1,1,
2364,206,Central FO,4,6,2,5,6,3,3,3,1,31,7,0.84,0.99,1,2,1,0,2
2366,206,Central FO,4,3,1,5,3,2,3,3,1,62,7,0.84,1.22,1,4,1,1,2
2367,206,Central FO,6,1,1,4,5,6,7,2,1,73,7,0.42,0.61,1,4,,1,1
2368,206,Central FO,7,10,1,88,8,4,7,3,2,78,2,0.42,0.74,0,4,2,1,
2369,206,Central FO,6,7,1,5,5,3,4,4,2,76,7,0.84,0.54,0,4,2,1,2
2370,206,Central FO,7,1,1,5,7,0,0,1,2,63,7,1.26,0.8,0,4,1,1,2
2371,206,Central FO,1,0,2,88,8,2,0,3,2,81,7,0.42,0.27,0,4,2,0,
2372,206,Central FO,3,3,1,6,8,2,3,2,2,26,7,0.42,0.45,0,1,3,1,3
2374,206,Central FO,,5,1,5,4,2,2,5,1,90,2,0.42,0.58,1,4,2,1,2
2375,206,Central FO,5,9,1,9,6,5,8,3,1,24,7,0.84,0.99,1,1,3,1,3
2376,206,Central FO,5,2,1,88,10,3,4,3,2,23,7,1.69,1.82,0,1,3,1,
2412,207,Central FO,0,1,2,5,6,2,1,2,1,21,6,0.91,1.08,1,1,3,0,2
2413,207,Central FO,3,0,1,5,10,0,4,3,2,61,5,0.39,0.38,0,4,2,1,2
2416,207,Central FO,0,1,2,9,4,1,3,4,2,87,5,0.39,0.38,0,4,2,0,3
2417,207,Central FO,3,7,1,5,9,2,4,2,1,22,4,1.17,1.24,1,1,3,1,2
2418,207,Central FO,7,10,1,8,3,1,2,4,2,76,4,0.78,0.75,0,4,1,1,3
2419,207,Central FO,4,0,1,8,6,3,4,3,2,61,7,0.39,0.25,0,4,3,1,3
2421,207,Central FO,3,2,1,2,1,1,3,4,2,70,4,1.57,1.5,0,4,1,1,1
2422,207,Central FO,5,2,1,5,9,3,3,3,2,66,7,1.17,0.75,0,4,2,1,2
2427,207,Central FO,7,0,1,7,6,2,6,3,2,64,7,1.83,1.16,0,4,2,1,3
2430,207,Central FO,7,1,1,5,8,1,2,3,2,61,7,0.78,0.5,0,4,1,1,2
2451,208,Central FO,2,2,2,88,7,5,5,2,2,29,7,1,1.07,0,1,1,0,
2452,208,Central FO,5,5,1,1,5,2,5,3,1,53,4,1.49,2.03,1,3,1,1,1
2454,208,Central FO,7,1,2,3,5,2,,4,2,62,5,1,0.96,0,4,1,0,1
2459,208,Central FO,6,3,1,6,5,5,7,4,1,66,2,1.49,2.06,1,4,1,1,3
2465,208,Central FO,7,3,1,88,9,8,,2,2,26,6,1,1.07,0,1,1,1,
2468,208,Central FO,1,8,2,8,7,6,7,4,2,31,7,0.29,0.31,0,2,2,0,3
2470,208,Central FO,6,0,1,88,10,3,2,2,1,34,7,0.58,0.68,1,2,1,1,
2471,208,Central FO,4,5,2,4,10,5,5,3,1,51,4,1.15,1.56,1,3,1,0,1
2472,208,Central FO,2,6,3,6,8,5,6,3,1,17,2,0.87,1.3,1,1,3,0,3
2473,208,Central FO,7,1,1,88,7,0,0,3,1,78,7,0.29,0.42,1,4,2,1,
2474,208,Central FO,3,,2,88,5,,,3,2,62,2,0.58,1.01,0,4,2,0,
2476,208,Central FO,1,5,1,5,8,7,5,2,1,32,7,1.15,1.36,1,2,3,1,2
2484,208,Central FO,6,,1,88,9,3,5,3,2,56,7,0.29,0.18,0,3,2,1,
2493,208,Central FO,3,4,1,0,6,0,1,3,1,40,7,0.29,0.28,1,2,2,1,1
2496,208,Central FO,3,0,1,3,5,2,0,3,2,64,7,0.58,0.37,0,4,1,1,1
2497,208,Central FO,6,3,1,9,5,4,10,4,2,72,5,0.58,0.55,0,4,1,1,3
2499,208,Central FO,4,10,1,88,10,5,5,2,1,38,5,0.58,0.78,1,2,1,1,
2501,209,Central FO,3,2,1,5,4,4,4,3,2,50,5,0.76,0.61,0,3,2,1,2
2502,209,Central FO,4,3,1,5,7,6,6,4,2,66,2,0.76,1.33,0,4,1,1,2
2504,209,Central FO,3,2,1,5,6,7,6,3,2,46,7,0.76,0.57,0,3,2,1,2
2506,209,Central FO,3,3,1,5,7,7,7,3,2,38,5,1.14,0.91,0,2,1,1,2
2507,209,Central FO,3,4,1,5,6,7,6,3,2,35,5,0.76,0.61,0,2,2,1,2
2509,209,Central FO,4,2,1,5,7,7,7,3,2,61,5,0.38,0.37,0,4,2,1,2
2510,209,Central FO,3,2,1,5,7,6,7,3,1,32,7,0.76,0.9,1,2,1,1,2
2511,209,Central FO,3,3,3,5,6,7,7,3,2,15,2,1.53,1.96,0,1,3,0,2
2513,209,Central FO,3,2,1,5,5,6,7,3,2,44,5,0.38,0.3,0,2,2,1,2
2514,209,Central FO,3,2,1,5,7,6,5,3,1,20,5,1.53,1.61,1,1,3,1,2
2516,209,Central FO,4,4,1,5,7,6,7,2,1,24,6,0.78,0.92,1,1,1,1,2
2517,209,Central FO,3,4,1,5,7,6,7,3,2,23,2,0.78,1.01,0,1,2,1,2
2519,209,Central FO,4,3,1,5,7,7,7,3,1,58,7,0.78,1.13,1,3,1,1,2
2521,209,Central FO,4,2,1,7,5,3,3,3,2,52,7,1.17,0.88,0,3,2,1,3
2523,209,Central FO,3,6,1,5,6,7,7,3,1,33,5,0.78,0.82,1,2,1,1,2
2524,209,Central FO,4,4,1,5,6,6,7,2,1,26,7,0.78,0.92,1,1,1,1,2
2525,209,Central FO,4,3,1,7,7,4,4,3,2,40,5,0.78,0.62,0,2,1,1,3
2526,209,Central FO,4,6,1,5,7,7,7,4,2,61,4,0.39,0.38,0,4,2,1,2
2528,209,Central FO,4,3,1,5,6,6,7,3,2,48,7,0.39,0.29,0,3,3,1,2
2551,210,Central FO,3,10,2,88,8,2,2,3,2,38,7,1.29,0.97,0,2,1,0,
2558,210,Central FO,2,9,2,88,5,6,8,2,1,20,4,0.43,0.45,1,1,3,0,
2560,210,Central FO,3,5,1,8,5,3,3,3,2,58,7,0.86,0.54,0,3,2,1,3
2561,210,Central FO,2,10,1,5,5,3,3,3,2,27,6,1.29,1.38,0,1,1,1,2
2562,210,Central FO,4,7,2,7,5,2,4,3,2,53,4,0.63,0.5,0,3,1,0,3
2563,210,Central FO,1,5,2,88,8,3,3,3,1,69,7,1.26,1.82,1,4,1,0,
2566,210,Central FO,3,5,2,88,5,1,4,3,1,59,4,0.63,0.62,1,3,1,0,
2567,210,Central FO,7,5,2,88,7,2,2,3,2,35,4,0.94,0.75,0,2,2,0,
2568,210,Central FO,2,5,1,6,8,3,5,3,2,58,7,1.26,0.8,0,3,1,1,3
2569,210,Central FO,3,5,1,5,8,4,6,3,1,65,7,0.63,0.91,1,4,1,1,2
2570,210,Central FO,4,6,1,5,7,5,7,3,2,65,7,0.31,0.2,0,4,2,1,2
2571,210,Central FO,1,7,2,88,6,2,1,2,1,29,6,0.63,0.74,1,1,1,0,
2572,210,Central FO,2,6,2,7,6,5,7,3,2,42,7,0.63,0.47,0,2,3,0,3
2573,210,Central FO,2,5,2,5,2,2,2,3,2,35,4,0.63,0.5,0,2,2,0,2
2574,210,Central FO,2,5,2,5,2,2,2,3,2,34,6,0.94,1.02,0,2,2,0,2
2575,210,Central FO,3,5,2,88,5,3,3,3,1,41,4,1.29,1.74,1,2,1,0,
2576,210,Central FO,3,5,2,5,5,2,2,3,2,58,4,0.63,0.6,0,3,2,0,2
2577,210,Central FO,2,5,2,5,8,3,2,3,2,50,5,0.63,0.5,0,3,2,0,2
2601,211,Central FO,3,8,1,3,5,5,3,2,2,25,5,0.58,0.54,0,1,3,1,1
2602,211,Central FO,5,9,1,2,7,4,3,3,2,55,7,1.16,0.74,0,3,2,1,1
2603,211,Central FO,7,2,1,1,5,2,1,3,1,26,4,0.58,0.61,1,1,3,1,1
2604,211,Central FO,2,6,1,2,8,4,5,2,1,36,7,1.75,1.67,1,2,1,1,1
2605,211,Central FO,1,2,1,0,10,7,8,1,2,49,7,1.16,0.88,0,3,1,1,1
2608,211,Central FO,3,7,1,6,9,3,2,1,1,31,5,1.16,1.23,1,2,1,1,3
2609,211,Central FO,3,6,1,3,7,6,9,2,2,35,7,1.16,0.88,0,2,1,1,1
2610,211,Central FO,3,6,1,6,7,3,3,2,2,39,5,1.16,0.93,0,2,1,1,3
2611,211,Central FO,5,3,2,1,8,6,8,2,2,54,5,1.16,0.93,0,3,1,0,1
2612,211,Central FO,4,0,3,88,6,2,3,2,1,16,2,1.64,2.47,1,1,3,0,
2614,211,Central FO,2,3,1,88,7,2,3,1,1,39,5,1.1,1.49,1,2,1,1,
2615,211,Central FO,3,6,1,6,3,2,3,2,2,35,7,0.55,0.41,0,2,2,1,3
2616,211,Central FO,3,4,1,2,5,3,3,2,1,48,5,0.55,0.74,1,3,2,1,1
2617,211,Central FO,5,6,1,2,4,2,3,3,2,69,4,1.1,1.05,0,4,2,1,1
2618,211,Central FO,7,0,3,88,10,,2,1,1,17,2,1.1,1.65,1,1,3,0,
2619,211,Central FO,4,4,1,1,8,5,3,2,2,28,7,0.55,0.59,0,1,3,1,1
2620,211,Central FO,5,2,2,88,7,,7,1,1,26,7,1.1,1.29,1,1,1,0,
2621,211,Central FO,0,6,2,2,10,,,2,1,69,5,0.55,0.54,1,4,2,0,1
2651,212,Central FO,2,7,1,4,5,7,7,4,2,62,5,1.28,1.23,0,4,2,1,1
2652,212,Central FO,3,7,1,5,6,7,7,3,2,37,7,1.28,0.96,0,2,1,1,2
2654,212,Central FO,3,7,1,5,6,6,7,3,2,44,7,0.86,0.64,0,2,1,1,2
2655,212,Central FO,3,6,1,5,6,6,7,3,2,57,4,0.86,0.82,0,3,1,1,2
2656,212,Central FO,3,7,1,5,6,7,7,3,2,37,7,0.86,0.64,0,2,2,1,2
2657,212,Central FO,4,6,1,5,6,7,7,3,1,38,7,0.86,0.82,1,2,2,1,2
2658,212,Central FO,3,5,1,5,6,7,7,3,2,38,5,1.28,1.02,0,2,1,1,2
2660,212,Central FO,3,5,1,5,6,7,7,3,2,58,4,0.43,0.41,0,3,2,1,2
2664,212,Central FO,3,4,1,5,6,6,7,3,2,39,7,0.83,0.62,0,2,2,1,2
2665,212,Central FO,4,5,1,5,6,7,7,3,2,41,5,0.83,0.66,0,2,1,1,2
2666,212,Central FO,4,5,1,5,7,7,7,3,1,34,7,0.83,0.97,1,2,1,1,2
2667,212,Central FO,3,4,1,5,6,7,7,3,1,57,4,0.83,0.82,1,3,1,1,2
2669,212,Central FO,2,6,1,5,7,7,6,2,2,21,4,0.41,0.38,0,1,3,1,2
2670,212,Central FO,3,5,1,5,6,7,7,3,2,42,7,1.24,0.93,0,2,1,1,2
2671,212,Central FO,5,4,1,5,6,7,8,2,1,21,5,1.24,1.31,1,1,3,1,2
2672,212,Central FO,3,6,1,5,6,7,7,5,2,63,4,0.41,0.4,0,4,2,1,2
2674,212,Central FO,4,6,1,5,6,7,7,3,1,62,5,0.41,0.41,1,4,2,1,2
2701,213,Central FO,7,0,2,5,4,1,2,3,1,60,5,0.75,0.75,1,4,1,0,2
2702,213,Central FO,4,1,2,5,4,4,3,3,2,52,5,0.75,0.6,0,3,1,0,2
2705,213,Central FO,4,0,2,5,3,4,3,3,2,41,5,1.13,0.9,0,2,1,0,2
2707,213,Central FO,2,1,2,4,5,4,4,3,1,22,4,0.75,0.8,1,1,1,0,1
2708,213,Central FO,4,1,2,5,4,5,5,3,1,21,5,1.13,1.19,1,1,3,0,2
2709,213,Central FO,4,0,2,5,4,4,3,3,2,51,4,0.75,0.6,0,3,1,0,2
2710,213,Central FO,4,1,2,6,3,5,4,4,1,26,4,0.75,0.8,1,1,1,0,3
2711,213,Central FO,5,2,2,5,4,6,7,3,1,29,5,1.89,1.99,1,1,1,0,2
2712,213,Central FO,3,2,2,4,5,4,3,3,2,54,4,0.75,0.6,0,3,1,0,1
2713,213,Central FO,4,1,2,6,4,3,1,3,2,41,5,1.29,1.03,0,2,1,0,3
2714,213,Central FO,5,0,2,5,4,4,5,3,1,37,5,0.86,1.17,1,2,1,0,2
2715,213,Central FO,5,2,2,5,3,4,5,3,2,38,5,1.29,1.03,0,2,1,0,2
2716,213,Central FO,3,0,2,6,4,5,5,3,1,50,5,1.29,1.75,1,3,1,0,3
2717,213,Central FO,4,3,2,6,5,3,4,5,2,47,7,1.29,0.97,0,3,1,0,3
2718,213,Central FO,5,2,2,5,5,4,4,3,2,48,5,1.29,1.03,0,3,1,0,2
2720,213,Central FO,3,3,2,5,5,6,4,3,2,21,6,1.29,1.39,0,1,3,0,2
2721,213,Central FO,5,1,2,7,4,3,2,3,2,22,5,2.58,2.39,0,1,3,0,3
2722,213,Central FO,5,0,1,3,3,4,4,3,1,51,5,1.29,1.75,1,3,1,1,1
2751,214,Central FO,5,3,1,10,9,5,5,3,2,20,4,1.41,1.31,0,1,3,1,3
2752,214,Central FO,,4,2,5,5,2,5,3,2,44,4,1.41,1.12,0,2,1,0,2
2753,214,Central FO,5,0,2,5,5,5,2,2,2,45,7,1.41,1.06,0,3,1,0,2
2754,214,Central FO,7,5,1,5,5,3,4,3,2,52,4,2.35,1.87,0,3,1,1,2
2755,214,Central FO,5,0,2,5,5,5,2,2,1,30,7,0.94,1.11,1,2,1,0,2
2757,214,Central FO,7,1,2,88,5,0,0,,2,48,7,1.88,1.42,0,3,1,0,
2758,214,Central FO,7,0,2,88,5,0,0,,1,47,7,2.35,2.25,1,3,1,0,
2759,214,Central FO,5,5,2,5,5,5,2,3,2,38,4,2.35,1.87,0,2,3,0,2
2760,214,Central FO,3,2,2,88,2,0,3,4,1,60,4,0.94,0.93,1,4,3,0,
2761,214,Central FO,4,1,1,5,7,,,3,1,38,5,0.83,1.13,1,2,1,1,2
2762,214,Central FO,0,0,2,88,3,0,0,3,1,48,5,1.67,2.26,1,3,1,0,
2763,214,Central FO,1,0,2,88,1,0,0,4,2,28,7,2.08,2.24,0,1,1,0,
2764,214,Central FO,2,0,2,88,0,0,0,4,2,31,4,1.25,1.16,0,2,3,0,
2765,214,Central FO,6,3,1,5,5,4,5,3,2,51,4,1.67,1.33,0,3,1,1,2
2766,214,Central FO,5,0,1,88,5,0,0,3,2,32,5,1.67,1.54,0,2,1,1,
2768,214,Central FO,7,5,1,88,3,2,2,3,2,19,5,1.25,1.16,0,1,3,1,
2769,214,Central FO,7,0,2,88,5,0,0,,1,60,5,0.83,0.83,1,4,1,0,
2770,214,Central FO,1,0,1,5,3,0,0,4,1,42,5,1.25,1.69,1,2,1,1,2
2801,215,Central FO,4,2,1,88,6,5,4,3,2,64,4,0.42,0.4,0,4,2,1,
2802,215,Central FO,6,5,1,5,7,5,5,3,2,33,5,0.83,0.77,0,2,2,1,2
2803,215,Central FO,6,3,1,5,3,3,3,3,2,24,7,0.42,0.45,0,1,3,1,2
2804,215,Central FO,1,2,1,88,10,2,2,1,2,24,7,0.42,0.45,0,1,3,1,
2805,215,Central FO,4,2,,5,6,5,6,3,1,41,7,1.25,1.19,1,2,1,,2
2806,215,Central FO,5,2,1,3,5,6,6,4,2,67,5,0.42,0.4,0,4,2,1,1
2807,215,Central FO,6,4,1,5,7,4,6,3,2,33,5,0.83,0.77,0,2,1,1,2
2808,215,Central FO,6,0,1,0,3,1,0,3,1,76,2,0.83,1.15,1,4,3,1,1
2809,215,Central FO,7,5,1,3,6,6,7,3,2,31,5,0.83,0.77,0,2,2,1,1
2810,215,Central FO,7,2,1,5,7,3,5,3,2,41,5,0.83,0.66,0,2,1,1,2
2811,215,Central FO,7,2,2,5,6,6,6,4,2,81,1,0.94,1.65,0,4,1,0,2
2812,215,Central FO,7,3,1,8,5,7,8,4,1,40,7,0.94,0.9,1,2,1,1,3
2813,215,Central FO,4,6,2,5,8,5,5,3,2,33,5,0.94,0.87,0,2,1,0,2
2814,215,Central FO,4,1,2,4,7,6,,2,1,43,5,0.94,1.28,1,2,2,0,1
2815,215,Central FO,7,2,2,5,6,6,6,3,2,60,5,0.47,0.45,0,4,2,0,2
2816,215,Central FO,6,5,1,1,5,5,5,3,2,59,5,0.94,0.9,0,3,2,1,1
2817,215,Central FO,2,4,2,88,5,4,5,2,2,34,5,0.94,0.87,0,2,2,0,
2818,215,Central FO,7,3,1,2,4,4,5,4,2,63,5,0.47,0.45,0,4,2,1,1
2851,216,Central FO,7,2,1,5,5,4,7,3,1,34,7,0.99,1.17,1,2,1,1,2
2852,216,Central FO,3,8,1,5,0,3,3,3,1,47,5,1.98,2.69,1,3,1,1,2
2855,216,Central FO,5,8,2,7,8,1,5,3,2,50,5,0.99,0.79,0,3,1,0,3
2859,216,Central FO,4,1,1,2,2,2,4,4,2,79,2,0.5,0.87,0,4,2,1,1
2860,216,Central FO,7,0,1,88,5,0,8,3,1,32,5,0.5,0.52,1,2,3,1,
2862,216,Central FO,7,2,1,7,9,3,4,2,2,77,2,0.99,1.73,0,4,2,1,3
2863,216,Central FO,7,0,1,88,0,0,2,3,2,50,5,0.91,0.72,0,3,3,1,
2864,216,Central FO,7,10,1,9,7,3,8,3,2,62,7,1.81,1.15,0,4,2,1,3
2865,216,Central FO,6,0,1,1,3,2,3,3,2,70,5,0.45,0.43,0,4,2,1,1
2866,216,Central FO,0,0,2,8,9,2,7,2,1,19,4,0.91,0.95,1,1,3,0,3
2867,216,Central FO,7,7,1,7,7,5,7,3,2,53,7,1.81,1.36,0,3,1,1,3
2868,216,Central FO,5,0,1,88,0,0,,3,2,48,7,0.91,0.68,0,3,2,1,
2871,216,Central FO,5,5,1,88,0,0,0,4,1,64,4,0.45,0.45,1,4,2,1,
2873,216,Central FO,5,7,2,8,3,0,0,2,1,20,5,1.81,1.91,1,1,3,0,3
2903,217,Central FO,5,0,1,88,5,0,0,4,2,54,5,1.42,1.13,0,3,1,1,
2912,217,Central FO,6,1,2,88,7,3,3,1,2,23,5,3.54,3.28,0,1,3,0,
2914,217,Central FO,4,7,2,88,6,,,2,2,27,7,0.52,0.56,0,1,2,0,
2918,217,Central FO,6,,1,88,6,,,3,2,75,4,0.52,0.5,0,4,2,1,
2919,217,Central FO,4,1,1,5,4,2,5,3,2,39,5,1.56,1.24,0,2,1,1,2
2920,217,Central FO,7,2,2,88,10,2,7,3,2,54,7,1.56,1.17,0,3,1,0,
2922,217,Central FO,3,5,1,5,5,2,3,3,1,44,7,1.56,1.49,1,2,1,1,2
2924,217,Central FO,5,0,2,88,3,0,0,4,1,68,1,0.52,0.72,1,4,2,0,
2951,218,Central FO,7,5,1,88,7,6,7,3,1,77,1,0.5,0.68,1,4,1,1,
2952,218,Central FO,6,3,2,6,8,6,,3,2,67,5,0.99,0.95,0,4,1,0,3
2953,218,Central FO,1,1,1,4,4,3,4,2,1,24,7,0.5,0.58,1,1,3,1,1
2954,218,Central FO,2,1,1,4,3,3,3,3,2,53,7,0.99,0.75,0,3,1,1,1
2955,218,Central FO,2,5,1,5,8,6,8,4,2,77,1,0.5,0.87,0,4,2,1,2
2956,218,Central FO,5,7,2,88,9,5,7,2,2,23,5,1.98,1.84,0,1,1,0,
2958,218,Central FO,5,,1,6,9,8,8,3,2,79,7,0.5,0.31,0,4,2,1,3
2960,218,Central FO,2,8,1,88,6,4,5,4,2,78,1,0.5,0.87,0,4,2,1,
2961,218,Central FO,2,5,2,4,8,2,6,3,2,51,2,0.99,1.2,0,3,2,0,1
2962,218,Central FO,4,5,1,6,6,6,7,3,2,70,2,0.5,0.87,0,4,2,1,3
2963,218,Central FO,4,4,1,5,8,6,8,3,1,70,5,0.47,0.47,1,4,1,1,2
2964,218,Central FO,6,,2,8,5,4,7,3,2,63,5,0.95,0.91,0,4,2,0,3
2966,218,Central FO,4,6,1,6,9,7,8,3,2,60,4,0.47,0.45,0,4,2,1,3
2967,218,Central FO,5,6,1,4,8,7,7,4,2,45,4,1.42,1.13,0,3,1,1,1
2968,218,Central FO,6,4,1,4,6,3,4,2,2,38,2,0.95,1.15,0,2,3,1,1
2969,218,Central FO,4,5,1,5,8,1,8,3,2,43,5,0.95,0.75,0,2,1,1,2
2971,218,Central FO,2,5,1,88,8,7,7,4,2,76,2,0.95,1.66,0,4,1,1,
2974,218,Central FO,,0,1,4,8,6,7,2,2,36,7,1.42,1.07,0,2,1,1,1
3001,219,Central FO,2,2,1,6,4,5,3,4,1,81,2,0.64,0.88,1,4,1,1,3
3002,219,Central FO,2,2,2,6,9,6,4,3,1,19,2,0.64,0.96,1,1,3,0,3
3003,219,Central FO,3,2,1,3,7,6,4,4,2,73,4,0.32,0.31,0,4,2,1,1
3004,219,Central FO,3,2,2,6,5,7,4,2,2,24,5,0.32,0.3,0,1,3,0,3
3005,219,Central FO,3,1,1,5,5,6,3,1,2,28,5,0.32,0.3,0,1,2,1,2
3006,219,Central FO,3,2,1,8,7,6,4,4,2,77,4,0.32,0.31,0,4,2,1,3
3007,219,Central FO,2,2,2,5,7,5,3,5,2,46,7,0.32,0.24,0,3,2,0,2
3008,219,Central FO,3,4,1,5,7,8,4,1,1,54,4,0.32,0.43,1,3,2,1,2
3009,219,Central FO,2,1,1,3,9,7,4,1,2,30,5,0.64,0.59,0,2,1,1,1
3011,219,Central FO,2,4,1,7,6,4,3,4,2,67,4,0.32,0.31,0,4,2,1,3
3012,219,Central FO,2,6,1,6,8,4,8,1,1,36,5,0.64,0.87,1,2,1,1,3
3013,219,Central FO,2,4,3,6,7,4,8,1,2,15,2,0.96,1.24,0,1,3,0,3
3016,219,Central FO,3,4,1,6,5,8,4,1,1,32,5,1.42,1.49,1,2,3,1,3
3017,219,Central FO,2,3,2,5,4,4,3,3,1,73,5,0.47,0.47,1,4,2,0,2
3018,219,Central FO,3,5,2,5,4,8,4,3,2,77,4,0.47,0.45,0,4,2,0,2
3019,219,Central FO,2,3,1,5,4,4,7,3,2,59,7,0.95,0.6,0,3,1,1,2
3020,219,Central FO,1,3,2,6,5,4,4,1,2,42,7,0.95,0.71,0,2,1,0,3
3021,219,Central FO,1,4,2,6,5,3,6,5,1,82,4,0.95,0.94,1,4,2,0,3
3054,220,Central FO,7,2,1,5,5,3,8,4,1,20,4,2.05,2.16,1,1,1,1,2
3055,220,Central FO,4,5,1,8,5,5,5,3,1,58,4,1.37,1.36,1,3,1,1,3
3057,220,Central FO,6,2,1,5,9,7,8,3,2,78,7,0.68,0.43,0,4,2,1,2
3067,220,Central FO,0,1,1,5,4,3,7,3,2,63,4,0.39,0.37,0,4,2,1,2
3075,220,Central FO,7,1,1,5,7,7,9,4,2,82,4,0.39,0.37,0,4,2,1,2
3076,220,Central FO,7,1,1,5,5,3,5,3,1,67,5,0.77,0.76,1,4,1,1,2
3077,220,Central FO,2,1,1,5,7,2,5,2,2,45,5,1.16,0.92,0,3,2,1,2
3080,220,Central FO,5,1,2,5,8,1,1,2,2,27,7,1.54,1.66,0,1,3,0,2
3089,220,Central FO,7,8,1,5,2,1,6,3,2,64,4,1.16,1.11,0,4,1,1,2
3102,221,Central FO,3,3,1,5,7,5,10,4,2,58,7,0.94,0.6,0,3,1,1,2
3103,221,Central FO,7,0,2,5,6,6,5,1,2,22,4,0.94,0.87,0,1,1,0,2
3106,221,Central FO,5,3,1,5,8,5,5,3,2,75,1,0.64,1.13,0,4,2,1,2
3107,221,Central FO,6,0,1,5,10,0,10,2,2,28,4,1.29,1.2,0,1,1,1,2
3108,221,Central FO,6,8,1,5,5,6,7,2,2,30,7,1.93,2.08,0,2,1,1,2
3109,221,Central FO,0,0,1,6,8,4,1,4,2,35,7,0.94,0.71,0,2,1,1,3
3110,221,Central FO,7,5,1,5,8,4,7,3,1,59,5,3.22,3.2,1,3,1,1,2
3111,221,Central FO,3,2,1,5,5,3,3,2,2,41,5,1.29,1.03,0,2,3,1,2
3112,221,Central FO,1,1,1,5,7,3,3,2,2,22,5,2.58,2.39,0,1,2,1,2
3116,221,Central FO,3,0,1,5,6,0,1,3,2,56,5,0.94,0.9,0,3,2,1,2
3117,221,Central FO,2,1,,88,5,1,4,3,2,30,6,0.47,0.51,0,2,3,,
3118,221,Central FO,2,0,1,5,5,2,3,3,2,29,7,0.94,1.01,0,1,1,1,2
3121,221,Central FO,5,2,1,5,8,2,2,4,2,75,5,1.93,1.86,0,4,1,1,2
3151,222,Central FO,0,3,2,5,4,0,0,2,1,20,4,0.77,0.81,1,1,3,0,2
3152,222,Central FO,7,7,1,10,6,1,5,3,1,57,4,0.77,0.76,1,3,1,1,3
3153,222,Central FO,5,4,1,10,6,6,6,3,2,30,7,0.77,0.83,0,2,1,1,3
3154,222,Central FO,0,4,2,9,8,4,5,1,2,31,5,0.38,0.36,0,2,2,0,3
3156,222,Central FO,2,10,3,10,9,6,8,2,1,15,2,1.15,1.74,1,1,3,0,3
3157,222,Central FO,7,5,1,9,7,6,6,3,2,64,5,0.38,0.37,0,4,2,1,3
3160,222,Central FO,7,5,1,88,10,8,8,3,2,63,7,0.38,0.24,0,4,2,1,
3161,222,Central FO,4,0,1,10,5,1,0,5,1,51,5,0.77,1.04,1,3,1,1,3
3162,222,Central FO,2,3,1,5,8,2,2,1,1,25,7,0.38,0.45,1,1,3,1,2
3163,222,Central FO,0,5,1,5,5,0,2,2,1,36,5,0.77,1.04,1,2,2,1,2
3164,222,Central FO,4,3,1,10,8,1,1,3,2,20,5,1.15,1.07,0,1,3,1,3
3165,222,Central FO,5,2,1,5,8,8,5,2,1,47,4,1.13,1.54,1,3,1,1,2
3166,222,Central FO,1,4,2,7,8,8,5,3,1,36,7,1.13,1.08,1,2,1,0,3
3167,222,Central FO,4,2,2,88,4,4,3,3,1,27,7,2.27,2.67,1,1,3,0,
3168,222,Central FO,7,1,1,5,3,1,1,3,1,48,5,1.13,1.54,1,3,1,1,2
3169,222,Central FO,0,0,2,3,4,4,3,3,2,25,7,0.57,0.61,0,1,3,0,1
3170,222,Central FO,7,,1,7,9,3,3,2,2,41,7,1.13,0.85,0,2,2,1,3
3173,222,Central FO,4,3,2,3,4,4,4,4,1,46,5,0.57,0.77,1,3,,0,1
